date,sales_category,daily_sales
07 Sep 2024,Electronics,45102.31
07 Sep 2024,Clothing and Apparel,32824.91
07 Sep 2024,Home and Furniture,15758.1
07 Sep 2024,Toys and Games,14716.8
07 Sep 2024,Health and Beauty,11788.71
07 Sep 2024,Automotive,7111.87
07 Sep 2024,Sports and Outdoors,16175.2
08 Sep 2024,Groceries,74245.3
08 Sep 2024,Electronics,38824.17
08 Sep 2024,Clothing and Apparel,25338.64
08 Sep 2024,Home and Furniture,21752.51
08 Sep 2024,Toys and Games,4138.38
08 Sep 2024,Health and Beauty,14786.47
08 Sep 2024,Automotive,5593.95
08 Sep 2024,Sports and Outdoors,8250.14
09 Sep 2024,Groceries,104073.56
09 Sep 2024,Electronics,9470.36
09 Sep 2024,Clothing and Apparel,9099.1
09 Sep 2024,Home and Furniture,10883.27
09 Sep 2024,Toys and Games,1404.97
09 Sep 2024,Health and Beauty,9586.39
09 Sep 2024,Automotive,4723.61
09 Sep 2024,Sports and Outdoors,2856.78
10 Sep 2024,Groceries,42379.32
10 Sep 2024,Electronics,12110.63
10 Sep 2024,Clothing and Apparel,16684.88
10 Sep 2024,Home and Furniture,4904.37
10 Sep 2024,Toys and Games,1487.29
10 Sep 2024,Health and Beauty,10073.62
10 Sep 2024,Automotive,1048.89
10 Sep 2024,Sports and Outdoors,3948.57
11 Sep 2024,Groceries,19728.9
11 Sep 2024,Electronics,3314.68
11 Sep 2024,Clothing and Apparel,10654.8
11 Sep 2024,Home and Furniture,8637.69
11 Sep 2024,Toys and Games,2882.15
11 Sep 2024,Health and Beauty,8867.15
11 Sep 2024,Automotive,1462.77
11 Sep 2024,Sports and Outdoors,2351.58
12 Sep 2024,Groceries,25855.82
12 Sep 2024,Electronics,13373.26
12 Sep 2024,Clothing and Apparel,10296.74
12 Sep 2024,Home and Furniture,9373.38
12 Sep 2024,Toys and Games,5342.58
12 Sep 2024,Health and Beauty,5572.93
12 Sep 2024,Automotive,1635.52
12 Sep 2024,Sports and Outdoors,5156.87
13 Sep 2024,Groceries,85988.25
13 Sep 2024,Electronics,15780.22
13 Sep 2024,Clothing and Apparel,15077.14
13 Sep 2024,Home and Furniture,15783.11
13 Sep 2024,Toys and Games,3741.46
13 Sep 2024,Health and Beauty,9031.01
13 Sep 2024,Automotive,9561.5
13 Sep 2024,Sports and Outdoors,4414.55
14 Sep 2024,Groceries,185970.44
14 Sep 2024,Electronics,33367.42
14 Sep 2024,Clothing and Apparel,73735.05
14 Sep 2024,Home and Furniture,13485.14
14 Sep 2024,Toys and Games,6371.79
14 Sep 2024,Health and Beauty,35662.88
14 Sep 2024,Automotive,7278.49
14 Sep 2024,Sports and Outdoors,10089.55
15 Sep 2024,Groceries,230159
15 Sep 2024,Electronics,29934.51
15 Sep 2024,Clothing and Apparel,23377.43
15 Sep 2024,Home and Furniture,22768.47
15 Sep 2024,Toys and Games,10802.6
15 Sep 2024,Health and Beauty,8832.47
15 Sep 2024,Automotive,8129.01
15 Sep 2024,Sports and Outdoors,13065.37
16 Sep 2024,Groceries,69328.21
16 Sep 2024,Electronics,16021.21
16 Sep 2024,Clothing and Apparel,9107.63
16 Sep 2024,Home and Furniture,4870.64
16 Sep 2024,Toys and Games,3754.04
16 Sep 2024,Health and Beauty,8065.37
16 Sep 2024,Automotive,1857.59
16 Sep 2024,Sports and Outdoors,3300.47
17 Sep 2024,Groceries,48721.09
17 Sep 2024,Electronics,17480.62
17 Sep 2024,Clothing and Apparel,10461.25
17 Sep 2024,Home and Furniture,10835.24
17 Sep 2024,Toys and Games,3278.17
17 Sep 2024,Health and Beauty,3466.78
17 Sep 2024,Automotive,1299.92
17 Sep 2024,Sports and Outdoors,2582.83
18 Sep 2024,Groceries,22201.92
18 Sep 2024,Electronics,11609.21
18 Sep 2024,Clothing and Apparel,11600.57
18 Sep 2024,Home and Furniture,4335.3
18 Sep 2024,Toys and Games,1895.92
18 Sep 2024,Health and Beauty,10139.9
18 Sep 2024,Automotive,4536.34
18 Sep 2024,Sports and Outdoors,5097.28
19 Sep 2024,Groceries,58304.88
19 Sep 2024,Electronics,14583.76
19 Sep 2024,Clothing and Apparel,19589.89
19 Sep 2024,Home and Furniture,10329.74
19 Sep 2024,Toys and Games,4524.65
19 Sep 2024,Health and Beauty,6791.82
19 Sep 2024,Automotive,5980.23
19 Sep 2024,Sports and Outdoors,2602.32
20 Sep 2024,Groceries,89445.61
20 Sep 2024,Electronics,26680.95
20 Sep 2024,Clothing and Apparel,23050.78
20 Sep 2024,Home and Furniture,14352.52
20 Sep 2024,Toys and Games,3503.14
20 Sep 2024,Health and Beauty,25488.99
20 Sep 2024,Automotive,8759.14
20 Sep 2024,Sports and Outdoors,6365.84
21 Sep 2024,Groceries,77296.26
21 Sep 2024,Electronics,77607.64
21 Sep 2024,Clothing and Apparel,19830.84
21 Sep 2024,Home and Furniture,38925.29
21 Sep 2024,Toys and Games,13786.69
21 Sep 2024,Health and Beauty,28315.65
21 Sep 2024,Automotive,7380.92
21 Sep 2024,Sports and Outdoors,13619.08
22 Sep 2024,Groceries,214576.43
22 Sep 2024,Electronics,32880.61
22 Sep 2024,Clothing and Apparel,25332.92
22 Sep 2024,Home and Furniture,17615.03
22 Sep 2024,Toys and Games,4845.03
22 Sep 2024,Health and Beauty,17507.31
22 Sep 2024,Automotive,7161.88
22 Sep 2024,Sports and Outdoors,5640.62
23 Sep 2024,Groceries,67585.15
23 Sep 2024,Electronics,16881.96
23 Sep 2024,Clothing and Apparel,7090.67
23 Sep 2024,Home and Furniture,3172.79
23 Sep 2024,Toys and Games,3163.24
23 Sep 2024,Health and Beauty,6221.96
23 Sep 2024,Automotive,1843.35
23 Sep 2024,Sports and Outdoors,2227.44
24 Sep 2024,Groceries,38424.84
24 Sep 2024,Electronics,9021.35
24 Sep 2024,Clothing and Apparel,6955.95
24 Sep 2024,Home and Furniture,2727.88
24 Sep 2024,Toys and Games,1487.39
24 Sep 2024,Health and Beauty,2802.23
24 Sep 2024,Automotive,3876.4
24 Sep 2024,Sports and Outdoors,3514.71
25 Sep 2024,Groceries,48218.11
25 Sep 2024,Electronics,12643.67
25 Sep 2024,Clothing and Apparel,13848.66
25 Sep 2024,Home and Furniture,8848.86
25 Sep 2024,Toys and Games,3047.15
25 Sep 2024,Health and Beauty,3912.93
25 Sep 2024,Automotive,1398.93
25 Sep 2024,Sports and Outdoors,2715.49
26 Sep 2024,Groceries,54241.93
26 Sep 2024,Electronics,8895.95
26 Sep 2024,Clothing and Apparel,13325.48
26 Sep 2024,Home and Furniture,3745.68
26 Sep 2024,Toys and Games,9392.54
26 Sep 2024,Health and Beauty,6761.7
26 Sep 2024,Automotive,3498.78
26 Sep 2024,Sports and Outdoors,2098.52
27 Sep 2024,Groceries,84739.93
27 Sep 2024,Electronics,12130.79
27 Sep 2024,Clothing and Apparel,14026.5
27 Sep 2024,Home and Furniture,6368.31
27 Sep 2024,Toys and Games,4914.19
27 Sep 2024,Health and Beauty,14361.01
27 Sep 2024,Automotive,4526.52
27 Sep 2024,Sports and Outdoors,7275.03
28 Sep 2024,Groceries,157848.58
28 Sep 2024,Electronics,44431.4
28 Sep 2024,Clothing and Apparel,28493.87
28 Sep 2024,Home and Furniture,5886.47
28 Sep 2024,Toys and Games,10685.87
28 Sep 2024,Health and Beauty,11501.75
28 Sep 2024,Automotive,5733.68
28 Sep 2024,Sports and Outdoors,7600.39
29 Sep 2024,Groceries,78004.44
29 Sep 2024,Electronics,16382.15
29 Sep 2024,Clothing and Apparel,25718.89
29 Sep 2024,Home and Furniture,10110.2
29 Sep 2024,Toys and Games,14140.62
29 Sep 2024,Health and Beauty,8592.16
29 Sep 2024,Automotive,5988.75
29 Sep 2024,Sports and Outdoors,4428.28
30 Sep 2024,Groceries,33933.05
30 Sep 2024,Electronics,4345.32
30 Sep 2024,Clothing and Apparel,9778.92
30 Sep 2024,Home and Furniture,8062.96
30 Sep 2024,Toys and Games,9143.42
30 Sep 2024,Health and Beauty,8661.9
30 Sep 2024,Automotive,1400.68
30 Sep 2024,Sports and Outdoors,3303.62
01 Oct 2024,Groceries,47706.4
01 Oct 2024,Electronics,6746.85
01 Oct 2024,Clothing and Apparel,4614.56
01 Oct 2024,Home and Furniture,4278.58
01 Oct 2024,Toys and Games,1438.75
01 Oct 2024,Health and Beauty,3115.7
01 Oct 2024,Automotive,3548.5
01 Oct 2024,Sports and Outdoors,894.7
02 Oct 2024,Groceries,25415.91
02 Oct 2024,Electronics,5957.11
02 Oct 2024,Clothing and Apparel,4358.61
02 Oct 2024,Home and Furniture,5922.33
02 Oct 2024,Toys and Games,1029.08
02 Oct 2024,Health and Beauty,9874.63
02 Oct 2024,Automotive,806.66
02 Oct 2024,Sports and Outdoors,9831.05
03 Oct 2024,Groceries,32531.96
03 Oct 2024,Electronics,9108.36
03 Oct 2024,Clothing and Apparel,4563.96
03 Oct 2024,Home and Furniture,9384.16
03 Oct 2024,Toys and Games,2278.81
03 Oct 2024,Health and Beauty,3497.48
03 Oct 2024,Automotive,2185.45
03 Oct 2024,Sports and Outdoors,1361.31
04 Oct 2024,Groceries,64825.42
04 Oct 2024,Electronics,7770.71
04 Oct 2024,Clothing and Apparel,12375.17
04 Oct 2024,Home and Furniture,12518.94
04 Oct 2024,Toys and Games,3250.08
04 Oct 2024,Health and Beauty,13825.95
04 Oct 2024,Automotive,2210.75
04 Oct 2024,Sports and Outdoors,4163.29
05 Oct 2024,Groceries,224120.81
05 Oct 2024,Electronics,32520.22
05 Oct 2024,Clothing and Apparel,22793.29
05 Oct 2024,Home and Furniture,57820.96
05 Oct 2024,Toys and Games,7578.15
05 Oct 2024,Health and Beauty,16212.5
05 Oct 2024,Automotive,4428.84
05 Oct 2024,Sports and Outdoors,3374.07
06 Oct 2024,Groceries,198068.05
06 Oct 2024,Electronics,29436.17
06 Oct 2024,Clothing and Apparel,64954.85
06 Oct 2024,Home and Furniture,5335.32
06 Oct 2024,Toys and Games,3833.25
06 Oct 2024,Health and Beauty,13876.59
06 Oct 2024,Automotive,2706.86
06 Oct 2024,Sports and Outdoors,6253.87
07 Oct 2024,Groceries,36800.31
07 Oct 2024,Electronics,5475.18
07 Oct 2024,Clothing and Apparel,3856.61
07 Oct 2024,Home and Furniture,5469.34
07 Oct 2024,Toys and Games,2573.53
07 Oct 2024,Health and Beauty,4916.81
07 Oct 2024,Automotive,2428.76
07 Oct 2024,Sports and Outdoors,2658.04
08 Oct 2024,Groceries,29685.7
08 Oct 2024,Electronics,14321.92
08 Oct 2024,Clothing and Apparel,12034.43
08 Oct 2024,Home and Furniture,2865.01
08 Oct 2024,Toys and Games,2296.65
08 Oct 2024,Health and Beauty,4705.23
08 Oct 2024,Automotive,1533.95
08 Oct 2024,Sports and Outdoors,1635.66
09 Oct 2024,Groceries,23787.22
09 Oct 2024,Electronics,4503.82
09 Oct 2024,Clothing and Apparel,6704.51
09 Oct 2024,Home and Furniture,7585.1
09 Oct 2024,Toys and Games,2411.85
09 Oct 2024,Health and Beauty,6012.21
09 Oct 2024,Automotive,3265.22
09 Oct 2024,Sports and Outdoors,2007.21
10 Oct 2024,Groceries,32408.89
10 Oct 2024,Electronics,7893.6
10 Oct 2024,Clothing and Apparel,5008.51
10 Oct 2024,Home and Furniture,11893.76
10 Oct 2024,Toys and Games,2765.17
10 Oct 2024,Health and Beauty,7705.41
10 Oct 2024,Automotive,1314.13
10 Oct 2024,Sports and Outdoors,4394.36
11 Oct 2024,Groceries,135496.93
11 Oct 2024,Electronics,8955.87
11 Oct 2024,Clothing and Apparel,18543.09
11 Oct 2024,Home and Furniture,7753.44
11 Oct 2024,Toys and Games,3258.47
11 Oct 2024,Health and Beauty,5476.99
11 Oct 2024,Automotive,4038.97
11 Oct 2024,Sports and Outdoors,2586
12 Oct 2024,Groceries,141168.12
12 Oct 2024,Electronics,18598.67
12 Oct 2024,Clothing and Apparel,71898.56
12 Oct 2024,Home and Furniture,13874.79
12 Oct 2024,Toys and Games,12789.18
12 Oct 2024,Health and Beauty,21286.6
12 Oct 2024,Automotive,5386.53
12 Oct 2024,Sports and Outdoors,3843.61
13 Oct 2024,Groceries,57122.83
13 Oct 2024,Electronics,13904.49
13 Oct 2024,Clothing and Apparel,25214.33
13 Oct 2024,Home and Furniture,6337.31
13 Oct 2024,Toys and Games,6590.99
13 Oct 2024,Health and Beauty,10710.15
13 Oct 2024,Automotive,8106.9
13 Oct 2024,Sports and Outdoors,3203.7
14 Oct 2024,Groceries,51434.89
14 Oct 2024,Electronics,16179.82
14 Oct 2024,Clothing and Apparel,8974.81
14 Oct 2024,Home and Furniture,4816.94
14 Oct 2024,Toys and Games,2762.8
14 Oct 2024,Health and Beauty,2363.8
14 Oct 2024,Automotive,5261.78
14 Oct 2024,Sports and Outdoors,3056.72
15 Oct 2024,Groceries,38275.04
15 Oct 2024,Electronics,3792.02
15 Oct 2024,Clothing and Apparel,4506.03
15 Oct 2024,Home and Furniture,11475.87
15 Oct 2024,Toys and Games,2334.13
15 Oct 2024,Health and Beauty,5029.42
15 Oct 2024,Automotive,2304.33
15 Oct 2024,Sports and Outdoors,1725.32
16 Oct 2024,Groceries,34385.58
16 Oct 2024,Electronics,2028.01
16 Oct 2024,Clothing and Apparel,6099.67
16 Oct 2024,Home and Furniture,3712.2
16 Oct 2024,Toys and Games,1263.85
16 Oct 2024,Health and Beauty,5816.17
16 Oct 2024,Automotive,1870.55
16 Oct 2024,Sports and Outdoors,1265.27
17 Oct 2024,Groceries,24298.33
17 Oct 2024,Electronics,22248.25
17 Oct 2024,Clothing and Apparel,4726.37
17 Oct 2024,Home and Furniture,2997.33
17 Oct 2024,Toys and Games,3038.79
17 Oct 2024,Health and Beauty,1998.88
17 Oct 2024,Automotive,2689.51
17 Oct 2024,Sports and Outdoors,4149.22
18 Oct 2024,Groceries,125778.57
18 Oct 2024,Electronics,12895.14
18 Oct 2024,Clothing and Apparel,9416.84
18 Oct 2024,Home and Furniture,4632.86
18 Oct 2024,Toys and Games,3947.31
18 Oct 2024,Health and Beauty,14904.04
18 Oct 2024,Automotive,2333.73
18 Oct 2024,Sports and Outdoors,3584.26
19 Oct 2024,Groceries,234695.07
19 Oct 2024,Electronics,34907.04
19 Oct 2024,Clothing and Apparel,49968.58
19 Oct 2024,Home and Furniture,20132.51
19 Oct 2024,Toys and Games,29130.6
19 Oct 2024,Health and Beauty,23536.94
19 Oct 2024,Automotive,5370.67
19 Oct 2024,Sports and Outdoors,9183.01
20 Oct 2024,Groceries,191603.46
20 Oct 2024,Electronics,11571.77
20 Oct 2024,Clothing and Apparel,26361.56
20 Oct 2024,Home and Furniture,18435.06
20 Oct 2024,Toys and Games,14555.37
20 Oct 2024,Health and Beauty,26130.31
20 Oct 2024,Automotive,4662.89
20 Oct 2024,Sports and Outdoors,11436.23
21 Oct 2024,Groceries,32710.14
21 Oct 2024,Electronics,11259.36
21 Oct 2024,Clothing and Apparel,5980.45
21 Oct 2024,Home and Furniture,4293.83
21 Oct 2024,Toys and Games,6288.72
21 Oct 2024,Health and Beauty,4464.96
21 Oct 2024,Automotive,1769.8
21 Oct 2024,Sports and Outdoors,2887.82
22 Oct 2024,Groceries,57455.45
22 Oct 2024,Electronics,12559.09
22 Oct 2024,Clothing and Apparel,7589.79
22 Oct 2024,Home and Furniture,3514.26
22 Oct 2024,Toys and Games,1877.08
22 Oct 2024,Health and Beauty,4711.99
22 Oct 2024,Automotive,2110.7
22 Oct 2024,Sports and Outdoors,998.69
23 Oct 2024,Groceries,57506.33
23 Oct 2024,Electronics,14614.87
23 Oct 2024,Clothing and Apparel,8426.48
23 Oct 2024,Home and Furniture,3044.22
23 Oct 2024,Toys and Games,1086.45
23 Oct 2024,Health and Beauty,2990.16
23 Oct 2024,Automotive,1222.91
23 Oct 2024,Sports and Outdoors,1720.64
24 Oct 2024,Groceries,25606.02
24 Oct 2024,Electronics,15566.89
24 Oct 2024,Clothing and Apparel,8920.07
24 Oct 2024,Home and Furniture,8098.21
24 Oct 2024,Toys and Games,1681.08
24 Oct 2024,Health and Beauty,3564.64
24 Oct 2024,Automotive,2705.53
24 Oct 2024,Sports and Outdoors,1345.48
25 Oct 2024,Groceries,99836.4
25 Oct 2024,Electronics,15547.7
25 Oct 2024,Clothing and Apparel,18492.71
25 Oct 2024,Home and Furniture,8054.77
25 Oct 2024,Toys and Games,7335.09
25 Oct 2024,Health and Beauty,8352.26
25 Oct 2024,Automotive,3893.68
25 Oct 2024,Sports and Outdoors,2410.23
26 Oct 2024,Groceries,174404.19
26 Oct 2024,Electronics,11277.39
26 Oct 2024,Clothing and Apparel,35526.64
26 Oct 2024,Home and Furniture,14110.77
26 Oct 2024,Toys and Games,5834.23
26 Oct 2024,Health and Beauty,15597.59
26 Oct 2024,Automotive,7082.3
26 Oct 2024,Sports and Outdoors,15470.58
27 Oct 2024,Groceries,245074.44
27 Oct 2024,Electronics,24480.64
27 Oct 2024,Clothing and Apparel,14920.62
27 Oct 2024,Home and Furniture,8078.71
27 Oct 2024,Toys and Games,3330.93
27 Oct 2024,Health and Beauty,16468.83
27 Oct 2024,Automotive,17090.73
27 Oct 2024,Sports and Outdoors,8011.68
28 Oct 2024,Groceries,126185.3
28 Oct 2024,Electronics,18145.98
28 Oct 2024,Clothing and Apparel,10038.97
28 Oct 2024,Home and Furniture,4849.03
28 Oct 2024,Toys and Games,1541.72
28 Oct 2024,Health and Beauty,6267.12
28 Oct 2024,Automotive,5966.41
28 Oct 2024,Sports and Outdoors,2854.5
29 Oct 2024,Groceries,48540.35
29 Oct 2024,Electronics,13979.53
29 Oct 2024,Clothing and Apparel,5074.15
29 Oct 2024,Home and Furniture,4446.74
29 Oct 2024,Toys and Games,4357.32
29 Oct 2024,Health and Beauty,5692.38
29 Oct 2024,Automotive,1635.88
29 Oct 2024,Sports and Outdoors,3106.87
30 Oct 2024,Groceries,51180.63
30 Oct 2024,Electronics,3599.67
30 Oct 2024,Clothing and Apparel,17207.48
30 Oct 2024,Home and Furniture,4103.85
30 Oct 2024,Toys and Games,1461.93
30 Oct 2024,Health and Beauty,19337.78
30 Oct 2024,Automotive,3410.61
30 Oct 2024,Sports and Outdoors,1101.69
31 Oct 2024,Groceries,66410.67
31 Oct 2024,Electronics,10534.51
31 Oct 2024,Clothing and Apparel,39257.08
31 Oct 2024,Home and Furniture,4848.29
31 Oct 2024,Toys and Games,3453.91
31 Oct 2024,Health and Beauty,4745.7
31 Oct 2024,Automotive,1444.69
31 Oct 2024,Sports and Outdoors,4756.17
01 Nov 2024,Groceries,377131.82
01 Nov 2024,Electronics,16909.39
01 Nov 2024,Clothing and Apparel,26641.57
01 Nov 2024,Home and Furniture,18863.7
01 Nov 2024,Toys and Games,19540.57
01 Nov 2024,Health and Beauty,14773.04
01 Nov 2024,Automotive,4613.86
01 Nov 2024,Sports and Outdoors,7168.31
02 Nov 2024,Groceries,371890.45
02 Nov 2024,Electronics,61522.9
02 Nov 2024,Clothing and Apparel,47319.81
02 Nov 2024,Home and Furniture,21809.56
02 Nov 2024,Toys and Games,19495.3
02 Nov 2024,Health and Beauty,33346.87
02 Nov 2024,Automotive,5652.58
02 Nov 2024,Sports and Outdoors,18591.41
03 Nov 2024,Groceries,246596.5
03 Nov 2024,Electronics,54894.23
03 Nov 2024,Clothing and Apparel,62022.74
03 Nov 2024,Home and Furniture,20131.71
03 Nov 2024,Toys and Games,12031.71
03 Nov 2024,Health and Beauty,29239.54
03 Nov 2024,Automotive,9201.35
03 Nov 2024,Sports and Outdoors,10084.84
04 Nov 2024,Groceries,125428.61
04 Nov 2024,Electronics,5990.2
04 Nov 2024,Clothing and Apparel,8482.16
04 Nov 2024,Home and Furniture,22808.38
04 Nov 2024,Toys and Games,3253.79
04 Nov 2024,Health and Beauty,9603.15
04 Nov 2024,Automotive,6084.89
04 Nov 2024,Sports and Outdoors,3037.82
05 Nov 2024,Groceries,143369.06
05 Nov 2024,Electronics,9803.13
05 Nov 2024,Clothing and Apparel,7513.54
05 Nov 2024,Home and Furniture,5915.69
05 Nov 2024,Toys and Games,4140.71
05 Nov 2024,Health and Beauty,11613.31
05 Nov 2024,Automotive,1506.34
05 Nov 2024,Sports and Outdoors,1640.79
06 Nov 2024,Groceries,29894.78
06 Nov 2024,Electronics,12133.17
06 Nov 2024,Clothing and Apparel,17440.75
06 Nov 2024,Home and Furniture,5678.28
06 Nov 2024,Toys and Games,2863.56
06 Nov 2024,Health and Beauty,13317.29
06 Nov 2024,Automotive,2114.41
06 Nov 2024,Sports and Outdoors,2794.05
07 Nov 2024,Groceries,80318.77
07 Nov 2024,Electronics,5345.03
07 Nov 2024,Clothing and Apparel,11391.71
07 Nov 2024,Home and Furniture,12398.51
07 Nov 2024,Toys and Games,4330.32
07 Nov 2024,Health and Beauty,14178
07 Nov 2024,Automotive,1873.92
07 Nov 2024,Sports and Outdoors,2390.44
08 Nov 2024,Groceries,157429.67
08 Nov 2024,Electronics,14939.88
08 Nov 2024,Clothing and Apparel,19932.35
08 Nov 2024,Home and Furniture,28755.8
08 Nov 2024,Toys and Games,6303
08 Nov 2024,Health and Beauty,17839.17
08 Nov 2024,Automotive,4640.1
08 Nov 2024,Sports and Outdoors,2831.88
09 Nov 2024,Groceries,160374.7
09 Nov 2024,Electronics,64336.16
09 Nov 2024,Clothing and Apparel,39088.6
09 Nov 2024,Home and Furniture,22692.25
09 Nov 2024,Toys and Games,8456.25
09 Nov 2024,Health and Beauty,32422.07
09 Nov 2024,Automotive,4613.87
09 Nov 2024,Sports and Outdoors,6405.27
10 Nov 2024,Groceries,194032.54
10 Nov 2024,Electronics,81551.99
10 Nov 2024,Clothing and Apparel,33190.89
10 Nov 2024,Home and Furniture,13354.69
10 Nov 2024,Toys and Games,11153.85
10 Nov 2024,Health and Beauty,12633.39
10 Nov 2024,Automotive,8879.09
10 Nov 2024,Sports and Outdoors,17706.01
11 Nov 2024,Groceries,97680.49
11 Nov 2024,Electronics,10122.08
11 Nov 2024,Clothing and Apparel,22458.07
11 Nov 2024,Home and Furniture,11980.35
11 Nov 2024,Toys and Games,3283.05
11 Nov 2024,Health and Beauty,4167.53
11 Nov 2024,Automotive,2471.44
11 Nov 2024,Sports and Outdoors,2819.49
12 Nov 2024,Groceries,41276.28
12 Nov 2024,Electronics,10581.54
12 Nov 2024,Clothing and Apparel,10373.63
12 Nov 2024,Home and Furniture,9648.58
12 Nov 2024,Toys and Games,2272.5
12 Nov 2024,Health and Beauty,10300.16
12 Nov 2024,Automotive,6660.43
12 Nov 2024,Sports and Outdoors,6391.5
13 Nov 2024,Groceries,53283.91
13 Nov 2024,Electronics,5986.01
13 Nov 2024,Clothing and Apparel,12284.34
13 Nov 2024,Home and Furniture,7925.06
13 Nov 2024,Toys and Games,12722.16
13 Nov 2024,Health and Beauty,4052.83
13 Nov 2024,Automotive,4070.27
13 Nov 2024,Sports and Outdoors,1604.15
14 Nov 2024,Groceries,53093.33
14 Nov 2024,Electronics,37743
14 Nov 2024,Clothing and Apparel,7632.14
14 Nov 2024,Home and Furniture,14708.12
14 Nov 2024,Toys and Games,1855.94
14 Nov 2024,Health and Beauty,14255.76
14 Nov 2024,Automotive,4007.72
14 Nov 2024,Sports and Outdoors,6681.76
15 Nov 2024,Groceries,131791.63
15 Nov 2024,Electronics,70328.2
15 Nov 2024,Clothing and Apparel,39143.6
15 Nov 2024,Home and Furniture,10088.02
15 Nov 2024,Toys and Games,3718.2
15 Nov 2024,Health and Beauty,9886.56
15 Nov 2024,Automotive,4642.32
15 Nov 2024,Sports and Outdoors,7035.76
16 Nov 2024,Groceries,203134.67
16 Nov 2024,Electronics,28421.1
16 Nov 2024,Clothing and Apparel,24915.09
16 Nov 2024,Home and Furniture,38797.96
16 Nov 2024,Toys and Games,29426.08
16 Nov 2024,Health and Beauty,15274.98
16 Nov 2024,Automotive,10962.16
16 Nov 2024,Sports and Outdoors,9880.33
17 Nov 2024,Groceries,371086.12
17 Nov 2024,Electronics,29181.21
17 Nov 2024,Clothing and Apparel,14593.91
17 Nov 2024,Home and Furniture,27719.17
17 Nov 2024,Toys and Games,12122.46
17 Nov 2024,Health and Beauty,18077.11
17 Nov 2024,Automotive,6921.08
17 Nov 2024,Sports and Outdoors,7533.95
18 Nov 2024,Groceries,67596.18
18 Nov 2024,Electronics,27214.8
18 Nov 2024,Clothing and Apparel,6993.56
18 Nov 2024,Home and Furniture,8149.78
18 Nov 2024,Toys and Games,7202.25
18 Nov 2024,Health and Beauty,9986.48
18 Nov 2024,Automotive,6329.78
18 Nov 2024,Sports and Outdoors,3212.15
19 Nov 2024,Groceries,48337.22
19 Nov 2024,Electronics,7372.27
19 Nov 2024,Clothing and Apparel,8608.58
19 Nov 2024,Home and Furniture,7466.45
19 Nov 2024,Toys and Games,5152.89
19 Nov 2024,Health and Beauty,7161.54
19 Nov 2024,Automotive,4086.28
19 Nov 2024,Sports and Outdoors,2689.45
20 Nov 2024,Groceries,41542.78
20 Nov 2024,Electronics,11260.62
20 Nov 2024,Clothing and Apparel,19626.29
20 Nov 2024,Home and Furniture,3548.85
20 Nov 2024,Toys and Games,6608.81
20 Nov 2024,Health and Beauty,11074.46
20 Nov 2024,Automotive,3026.77
20 Nov 2024,Sports and Outdoors,4661.28
21 Nov 2024,Groceries,134405.37
21 Nov 2024,Electronics,11407.88
21 Nov 2024,Clothing and Apparel,14418.52
21 Nov 2024,Home and Furniture,10832.47
21 Nov 2024,Toys and Games,7319.62
21 Nov 2024,Health and Beauty,5778.87
21 Nov 2024,Automotive,4010.23
21 Nov 2024,Sports and Outdoors,3637.11
22 Nov 2024,Groceries,722402.93
22 Nov 2024,Electronics,14425.94
22 Nov 2024,Clothing and Apparel,13274.86
22 Nov 2024,Home and Furniture,11669.95
22 Nov 2024,Toys and Games,5308.09
22 Nov 2024,Health and Beauty,11035.75
22 Nov 2024,Automotive,6935.52
22 Nov 2024,Sports and Outdoors,5740.85
23 Nov 2024,Groceries,155487.81
23 Nov 2024,Electronics,32177.51
23 Nov 2024,Clothing and Apparel,33299.71
23 Nov 2024,Home and Furniture,23403.2
23 Nov 2024,Toys and Games,12289.68
23 Nov 2024,Health and Beauty,39543.93
23 Nov 2024,Automotive,15066.99
23 Nov 2024,Sports and Outdoors,6133.92
24 Nov 2024,Groceries,108712.8
24 Nov 2024,Electronics,18029.72
24 Nov 2024,Clothing and Apparel,28898.27
24 Nov 2024,Home and Furniture,79264.09
24 Nov 2024,Toys and Games,12165.68
24 Nov 2024,Health and Beauty,14017.84
24 Nov 2024,Automotive,5366.58
24 Nov 2024,Sports and Outdoors,3719.62
25 Nov 2024,Groceries,92939.14
25 Nov 2024,Electronics,8968.63
25 Nov 2024,Clothing and Apparel,13673.26
25 Nov 2024,Home and Furniture,6652.02
25 Nov 2024,Toys and Games,10156.97
25 Nov 2024,Health and Beauty,11477.39
25 Nov 2024,Automotive,2307.07
25 Nov 2024,Sports and Outdoors,7367.62
26 Nov 2024,Groceries,84866.6
26 Nov 2024,Electronics,8724.68
26 Nov 2024,Clothing and Apparel,7423.05
26 Nov 2024,Home and Furniture,8898.81
26 Nov 2024,Toys and Games,2034.99
26 Nov 2024,Health and Beauty,5420.14
26 Nov 2024,Automotive,3008.16
26 Nov 2024,Sports and Outdoors,8373.09
27 Nov 2024,Groceries,25474.16
27 Nov 2024,Electronics,12260.89
27 Nov 2024,Clothing and Apparel,8547.78
27 Nov 2024,Home and Furniture,12678.49
27 Nov 2024,Toys and Games,2501.76
27 Nov 2024,Health and Beauty,13862.34
27 Nov 2024,Automotive,8004.14
27 Nov 2024,Sports and Outdoors,1072.57
28 Nov 2024,Groceries,101935.11
28 Nov 2024,Electronics,21525.86
28 Nov 2024,Clothing and Apparel,8960.4
